"probe","X","ID","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","Mstar","Re","z","GAL_MU_E_R","pmRA","pmDEC","priority","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyPosition","fibre_type","x","y","rads","angs","azAngs","angs_azAng"
"62",61,"Sky-H1-6",10.7377068,-30.224176809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-197530.06,-138068.61,1,"S",-197.53006,-138.06861,0,0,0,0
"63",62,"Sky-H1-7",10.7139519,-30.268426253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-202251.75,-127339.03,2,"S",-202.25175,-127.33903,0,0,0,0
"64",63,"Sky-H1-8",10.6850816,-30.30938852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-208143.61,-117461.64,2,"S",-208.14361,-117.46164,0,0,0,0
"65",64,"Sky-H2-1",10.6329582,-30.378599196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-218899.73,-100816.52,1,"S",-218.89973,-100.81652,0,0,0,0
"66",65,"Sky-H2-2",10.6102618,-30.422786523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-223496.92,-90167.57,1,"S",-223.49692,-90.16757,0,0,0,0
"67",66,"Sky-H2-3",10.590039,-30.467860228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-227576.41,-79309.77,1,"S",-227.57641,-79.30977,0,0,0,0
"68",67,"Sky-H2-4",10.5723393,-30.513716903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-231128.77,-68268.26,1,"S",-231.12877,-68.26826,0,0,0,0
"69",68,"Sky-H2-5",10.5572068,-30.560251156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-234145.76,-57068.62,1,"S",-234.14576,-57.06862,0,0,0,0
"70",69,"Sky-H2-6",10.5446797,-30.607355935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-236620.39,-45736.79,1,"S",-236.62039,-45.73679,0,0,0,0
"71",70,"Sky-H2-7",10.5526979,-30.65730795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-234587.52,-33729.72,3,"S",-234.58752,-33.72972,0,0,0,0
"72",71,"Sky-H2-8",10.5275661,-30.702835745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-239920.79,-22783.26,1,"S",-239.92079,-22.78326,0,0,0,0
"73",72,"Sky-H3-1",10.9325434,-31.569498082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154915.77,184613.56,1,"S",-154.91577,184.61356,0,0,0,0
"74",73,"Sky-H3-2",10.9765923,-31.599882801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145853.82,191853.4,1,"S",-145.85382,191.8534,0,0,0,0
"75",74,"Sky-H3-3",11.0223322,-31.628411093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136454.02,198648.84,1,"S",-136.45402,198.64884,0,0,0,0
"76",75,"Sky-H3-4",11.0745044,-31.64843134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125686.32,203282.93,2,"S",-125.68632,203.28293,0,0,0,0
"77",76,"Sky-H3-5",11.118452,-31.679632836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116728.73,210844.65,1,"S",-116.72873,210.84465,0,0,0,0
"78",77,"Sky-H3-6",11.1767665,-31.688287038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104682.07,212628,3,"S",-104.68207,212.628,0,0,0,0
"79",78,"Sky-H3-7",11.2236746,-31.715565812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95126.44,219253.19,2,"S",-95.12644,219.25319,0,0,0,0
"80",79,"Sky-H3-8",11.2725027,-31.741001681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85175.33,225446.72,1,"S",-85.17533,225.44672,0,0,0,0
"81",80,"Sky-H4-1",11.7976171,-31.802231107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22120.59,239982.8,1,"S",22.12059,239.9828,0,0,0,0
